work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2022,SE,FT,Data Analytics Lead,405000,100,US,L
2022,MI,FT,Data Scientist,135000,100,US,L
2022,SE,FT,Applied Data Scientist,177000,100,US,L
2022,MI,FT,Data Scientist,78000,100,US,M
2022,SE,FT,Data Analyst,135000,100,US,M
2022,SE,FT,Data Analyst,100000,100,US,M
2022,SE,FT,Data Analyst,90320,100,US,M
2022,MI,FT,Data Analyst,85000,0,CA,M
2022,MI,FT,Data Analyst,75000,0,CA,M
2022,SE,FT,Machine Learning Engineer,214000,100,US,M
2022,SE,FT,Machine Learning Engineer,192600,100,US,M
2022,SE,FT,Data Architect,266400,100,US,M
2022,SE,FT,Data Architect,213120,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Engineer,155000,100,US,M
2022,MI,FT,Data Scientist,141300,0,US,M
2022,MI,FT,Data Scientist,102100,0,US,M
2022,SE,FT,Data Analyst,115934,100,US,M
2022,SE,FT,Data Analyst,81666,100,US,M
2022,MI,FT,Data Engineer,206699,0,US,M
2022,MI,FT,Data Engineer,99100,0,US,M
2022,SE,FT,Data Engineer,130000,100,US,M
2022,SE,FT,Data Engineer,115000,100,US,M
2022,SE,FT,Data Engineer,110500,100,US,M
2022,SE,FT,Data Engineer,130000,100,US,M
2022,SE,FT,Data Analyst,99050,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Scientist,205300,0,US,L
2022,SE,FT,Data Scientist,140400,0,US,L
2022,SE,FT,Data Scientist,176000,100,US,M
2022,SE,FT,Data Scientist,144000,100,US,M
2022,SE,FT,Data Engineer,200100,100,US,M
2022,SE,FT,Data Engineer,160000,100,US,M
2022,SE,FT,Data Engineer,145000,100,US,M
2022,SE,FT,Data Engineer,70500,0,US,M
2022,SE,FT,Data Scientist,205300,0,US,M
2022,SE,FT,Data Scientist,140400,0,US,M
2022,SE,FT,Analytics Engineer,205300,0,US,M
2022,SE,FT,Analytics Engineer,184700,0,US,M
2022,SE,FT,Data Engineer,175100,100,US,M
2022,SE,FT,Data Engineer,140250,100,US,M
2022,SE,FT,Data Analyst,116150,100,US,M
2022,SE,FT,Data Engineer,54000,0,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2022,MI,FT,Data Analyst,50000,0,GB,M
2022,SE,FT,Data Analyst,80000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,210000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Analyst,100000,100,US,M
2022,SE,FT,Data Analyst,69000,100,US,M
2022,SE,FT,Data Scientist,210000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Scientist,210000,100,US,M
2022,SE,FT,Data Analyst,150075,100,US,M
2022,SE,FT,Data Engineer,100000,100,US,M
2022,SE,FT,Data Engineer,25000,100,US,M
2022,SE,FT,Data Analyst,126500,100,US,M
2022,SE,FT,Data Analyst,106260,100,US,M
2022,SE,FT,Data Engineer,220110,100,US,M
2022,SE,FT,Data Engineer,160080,100,US,M
2022,SE,FT,Data Analyst,105000,100,US,M
2022,SE,FT,Data Analyst,110925,100,US,M
2022,MI,FT,Data Analyst,35000,0,GB,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,SE,FT,Data Analyst,99000,0,US,M
2022,SE,FT,Data Analyst,60000,100,US,M
2022,SE,FT,Data Architect,192564,100,US,M
2022,SE,FT,Data Architect,144854,100,US,M
2022,SE,FT,Data Scientist,230000,100,US,M
2022,SE,FT,Data Scientist,150000,100,US,M
2022,SE,FT,Data Analytics Manager,150260,100,US,M
2022,SE,FT,Data Analytics Manager,109280,100,US,M
2022,SE,FT,Data Scientist,210000,100,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2022,MI,FT,Data Scientist,160000,100,US,M
2022,MI,FT,Data Scientist,130000,100,US,M
2022,EN,FT,Data Analyst,67000,0,CA,M
2022,EN,FT,Data Analyst,52000,0,CA,M
2022,SE,FT,Data Engineer,154000,100,US,M
2022,SE,FT,Data Engineer,126000,100,US,M
2022,SE,FT,Data Analyst,129000,0,US,M
2022,SE,FT,Data Analyst,150000,100,US,M
2022,MI,FT,AI Scientist,200000,100,US,L
